vendor_code,vendor_name
s4lf,korai kabab
x3uw,jlp chicken tikka house
t3ud,daddy's kitchen
u9ua,khadija's kitchen
u4uz,roja's home kitchen
u8re,verses the kitchen
k7fq,tania's kitchen -
t0um,fast food factory
o5ai,shahi kitchen
t9mj,ahaar - uttara
u8ei,hasta la vista
u8ev,hideout burger cafe
r8un,food eclipse
s8dh,peyala chayer shatha ta
s4xw,café one
s7gp,sushi king
u1tm,al amin iftar house
u1qn,abir tehari ghar
u6tq,honey dew
u5jk,halal kitchen -
u4yw,mahbuba's kitchen
u5sh,barkat food
j7wx,anabia's homemade food
u3ck,wafaa’s home cooking
u0zk,provati food corner
t1oc,chotpoti house
u1dr,jerin kitchen
t2me,bagdad jhal muk
t0sb,maria doi ghor
u4bf,rainbow snacks corner
t6wu,shishir hotel and restaurant
u8dw,spice club
s0mz,green fork restaurant
s1sa,eat out
t3wj,chorom biryani
u0vh,chinese dim cake -
u6wz,dola delights kitchen
u0wu,abuler chotpoti
s0jo,freshios
t1yk,nahars kitchen
u0uz,takwa foods
u6cz,shohag tea & juice corner
t1rr,multi food cuisine
u3zt,ma biryani house & fast food
t9ei,limon vaier chotpoti & fuchka
s4xo,combe restaurant
t0fe,chaap kebab - mohammadpur
t6mi,jihad chotpoti house
t6ok,bagat ghosh mistanno vandar-niltuli
h0pl,fuchka bari
s5oj,rtr food cafe
t2wh,blissful bites
u1rr,rosher malai
t2xy,7/24 family restaurant
s7ly,cooker catering
t7iz,abdullah hotel & restaurant
s8uu,halal kitchen
t8nk,the kabab-e-ishq
u5df,burger club - nazira bazar
z3cp,robej - kalabagan
t7kd,say cheese
u9ms,wake up cafe and juice corner
t0ak,meheran & son's
u3tc,yum express
g9rb,juice star - bashundhara
h2wl,burger hunter - nobiganj
s4ev,faruq's special bakarkhani
t2nx,shad fast food & biryani house
u9jp,mayer bandhon
b2lp,a h fast food
u6qs,chanchal snacks & modhu shop
i3er,yum yum
s1bt,the monarchy coffee
l9ss,peturam restaurant
t2tm,l'aragosta
t0li,k k burger
t6jz,modina restaurant & chinese - manikganj
t4bi,feel eat chinese restaurant
t8bb,fresh food - rajshahi
t9pb,burger shop - dhanmondi
u3gq,fazfan dinner
t3mg,harun shorbot house
u2vi,home made food
t9aj,gharwa haleem
u6ww,food xpress - mirpur
u9kl,fatema food kitchen
n0pr,chinese & pizza pasta
t3dv,fat belly kitchen
s6xr,fork & spoon
u7rp,new city foods
u5aj,own kitchen
v2ot,food fantasy -
u0wq,subway - kamrangirchar
s6ei,nawab restaurant & caterer
t3lh,mr. yellow burger & cafe
t4wq,nanna biriyani - dania
u2lb,khaddo bidda
u6pz,meer's kitchen
u1ru,kalai house - laximpur
u4ry,surovin kitchen
s0wx,mariation (nikunja 2)
t4hb,butter - jarhouse
t3ag,hanzala chotpoti house
t1wi,kapital kitchen - jatrabari
u2yv,kath koyla
t3py,nijum chotpoti & fuchka
t4ez,sea fish restaurant & biryani house
u7mz,nawabi biryani bhoj
u5or,talha food garden
y1pz,sara's kitchen
j0ev,midtown kitchen
t5xg,ghorowa kitchen - mirpur
t4tl,meal times
t3lg,hang out
t2vf,madina grand sweets
t0yk,chayer adda
u4ig,bismillah khabar ghor -
t3eb,texas fast food & coffee shop
u3lg,bhojon roshik
h0ln,star food
s2go,nexus
u5uy,traditional khuder bhat
u5zz,shilpi's kitchen
e6kl,juice lover
t5lk,shompa pushpaloy ghor
u2ao,zes ice cream & coffee bar
t4nx,quality jhal bitan
u1ak,vip kasmiri biryani house
a4zj,ghorer khabar - mom made
t7vk,shada bhaat
u0ax,new kamal catering & biryani house
t2sv,ghoroa ranna
l5jn,bely's kitchen
u8wm,hira's secret
uln3,back bencher's kitchen
u4fe,ayyan & aqif home kitchen
o9id,lima's kitchen -
m8jj,hungry guest
u4ms,cp five star - rampura
o7id,tamannas yummy food
k3ga,7 star
y6va,cafe jujuba
u2ni,al - barakah fast food
t8wd,cake zone
s5gj,zaiyan's kitchen
t3ir,new singapore burger
t7hh,bagat rajkumar mistanno vandar - thanar mor
i6ed,ghorer bhaat bhorta
u9xm,homemade frozen food -
o6fe,swadesh restaurant
s9kp,moja
s2os,modhubon sweets - gulshan
u6wd,eshar rosuighor
u8ni,three star restaurant
s8ja,chap nogor
w5gw,bajuice
ic85,red smoke restaurant
t9lr,hello fried chicken
s6tn,kwality fast food (elephant road branch)
u9gc,paratha ghor
t6mq,pizza risha - uttara
u0qq,tukon food cart
u1ze,rahman's kitchen -
t4ma,dana jessori -1
t4ec,pan mariona
t4bh,solaiman mistanno vandar & restaurant
u0om,kutumbari hotel -
s1ir,mehman bari
u9da,ahsan daily hot cake
s6bi,pubg food
u8cy,emna's roshoi ghor
a3dx,bangali roshui ghor
s1ga,cafe rday
t1ln,the night chef
s8jb,club spicy
u3ic,burger boy - mohammadpur
u2ux,gyoza - fusion dumplings
s2tx,big bang
s9my,nuha food point
z7ss,vorari hotel & cafeteria
t5qv,hello mama juice bar
ri6s,family cafe
u7wb,nanyang kopitiam
t4dt,mami's kitchen
t8ns,bin hai cafe
s1ey,buttercup cafe
u0oq,sagor coffee house
u3so,capsicum
t4wr,salma'z kitchen
t9rh,amar fast food
w2vw,nur hotel -
x0ff,biplop kitchen
t3ws,shobji restora
t4an,maa anowara fuchka & chotpoti
t1dy,7a days juice bar & fast-food
z7hy,fresh food - jatrabari
t7uh,food embassy
s2gl,gorom thanda juice & coffee house
y5li,moni's kitchen
u9fp,ma biriyani and hotel
u0pz,allahr dan halal ruji kabab
u3tl,akshara juice bar
u2iq,yummy n spice regular food house
t4wb,khichuri is real
s2gt,the cafe plus
w2ua,asian food gallery
u7ng,alpha catering - mirpur
t5al,shera food house
q6cn,sas kitchen
t7xd,dr k.kitchen
t9ng,biryani and rice corner
l5yh,haque snacks
u2lp,home delicia
u8sg,boro bhai's pizza ghor
u7gn,chanchal food place
u1jo,foodies kitchen
t8tj,food swingers
u8pd,kory's recipe
u8cm,rasha food bank
n7vz,seema's kitchen
q0lm,arju hotel & biryani house
t4ox,healthy food
u9fg,burgers
t5hv,farhana’s cuisine
jw79,bhorta bhat-mirpur
lqlv,yami pizza
g2an,evening spice
u1yl,ranna ghar - nikunja
u1an,chill out food house
u9vv,mother's home kitchen
u5qg,sabereng
b4sl,blue kites
lnp6,dream kitchen-barisal
u0sr,country chef bd
u1ff,poppy's kitchen
ft9b,koolfiano - chain
p6uc,mughal sultani bhoj
epym,sumi's ranna ghor
wgd9,black olive
a74b,tripto
j2vg,foodfnf
h1qh,tasty food bd
lkkg,robi
oa0o,diary of recipe's cafe
r6vi,kung food
u3zl,asha restaurant - tilaghor
s9hk,what the fuchka 2
s9wp,eatopia
s6be,hum tum
s1tt,panshi restaurant
t0uy,suma's homemade food
s4sk,panshi food
s5bt,sampan restaurant
t7bg,the steak blast
u5wh,al muslim fuchka and chotpoti house
j7tt,chayanika sweets
cwme,achar and dessert time
t1bg,khana's
u4gg,fat rooster
t3il,beirut 99
u2ud,well food chain
s5hg,madchef
t6hk,peyala
s8sq,boma burger
u1ct,crush station- shonir akhra
u9rf,deshiyana cafe & restaurant
xg7z,shoshurbari kitchen
s9xo,chaya shwarma and restaurant
hxso,morium′s kitchen
g7zu,the cake shelf
w2q9,rajshahi adi chom chom
s6ah,chotpoti & fuchka corner
f3qw,q-bistro
t1do,foods village
t5ww,foodie express
s4zd,a & w restaurants
u5bz,mama burger chai
s3dy,hello sir - mirpur
m0nm,nobo's cooking
t5gz,5 star comic cafe
s7dv,appetina
epva,crush food cafe
g2vl,ryno's burger
ghiw,adda khana
u1ey,cielo-rooftop
s6ez,mr. baker
u0ag,cactus restaurant
t6zj,bismillah hanif biryani - mirpur 10
x51f,tasty treat -
g5sh,monika's cuisine
s6qv,chaap shamlao
a6wj,shikor book cafe & restora
k2ux,the muslim sweets
t9xt,green capsicum
z34b,fatema's home food
m0vp,nutrient cake & pastry shop
s0qb,the beans cafe
s7cp,metro cafe
xy71,mitu's homemade food
s2bl,sung garden restaurant
cews,sbfc kitchen - mirpur
y5ey,mithai -
t7kz,burgerista
t42o,etc fastfood - mirpur
r4gd,mummy chef - mirpur
t1fe,the kitchen spicy foods
u3uc,friday kitchen - mirpur 1
h5yf,burger house
t4ex,king coffee
s8ed,oh kacchi
t8rw,complete cuisine catering
j2ej,pabna bangla restora
s4ya,shumi's hot cake
s9wy,new chingri chinese restaurant
t0ec,bhai bhai dosa express - mirpur
vfju,bhojon roshik- mirpur
s4sh,the hub restaurant
s6ey,hunger strike
f8xc,that place
u8ob,pizza hunt bashundhara
d7ai,nandonik rannaghor
cnlh,burger baba - mirpur
s6sb,nabab biriyani and catering
l8yk,jhal mishty kitchen
s4ac,nanna biriyani
u3zo,mayer doa biryani house - boundary road
mnpz,menisha chinese & restaurant
t4kz,khulna hotel & biryani house
t4fh,bismillah biryani house - kallyanpur notun bazar
t2zh,momo & much more
ukw3,mithai -
s8um,jhal cafe and lounge - mirpur 10
zb6e,aus bd kitchen - tejgaon
s1vc,nagasaki japanese restaurant
u9jy,gang talk cafe
i3jc,ma biryani house - mirpur
t6yg,gully burger
s3yu,kashmir restaurant
u8rl,masala express
s8sr,hebaang
wy61,afghani kebab centre
s6di,cfc- classic fried chicken
s9xv,khosh biriyani
bswf,burger house - mirpur
c3rr,mayer badhon biryani house - amtola bazar
nc1i,bismillah fast food
eo6o,the juice theory
ke36,agk food - mirpur dohs
k8ay,nutrient cake & pastry shop
mwkc,al-helal sultan kitchen
eiyj,house of peri peri
ximz,lily's kitchen
zd37,food maloncho
t9bl,new bhai bhai biryani house
u3ey,the chicken fact (takeaway)
t1uj,govinda's sweets and restaurant
t4pm,burger crush - tejgaon
z0hm,sami's kitchen
t6pv,burgerio
crge,orondhoner nimontron
c7dq,iv & ee canteen
t5ns,mukter kebab ghor
y8vo,healthy kitchen
u7gw,fresh bake by anan
u9bs,uttara coffee house
l6bu,tanha's food
eozy,the f world
u4hj,rusha cookhouse
u4fz,khudartho rannaghor
r0yi,alnaif
u2ok,cook house -
i7rb,nusrat's hesel
u5hn,ghorer khabar
u4yy,husband wife kitchen
u4gr,mim's kitchen
k7fr,hot & crusty
s8kr,sundarban restora (metro hall)
e0oe,subway zone & formosa qq tea
s9mo,banquet chinese restaurant
t9nu,tropical bistro restaurant & lounge
u2jn,snacks bar
s9ic,food safari doli para
s5ia,grassroots
t1oj,alauddin take away
t6cc,olympus
t0au,time pass cafe - 2
s9wd,cafe imperial
s2cx,hello cafe
t2wy,midnight sun
t3az,food line bd
t8yb,wrap me
g03d,harleen's home kitchen
t6gc,zafraan restaurant - banani
s3cg,grassroots
s5ir,spicy pizza
t8yk,indian spicy chicken
s5xl,nanna biryani
t5md,taltibaaz
s2qx,the grind 2
t5xn,laa eatery restaurant
s3cx,dawat restaurant
s4fn,chabaw restaurant
u8lz,taltibaaz
s8yw,edith
u3wi,jafran biryani house
u3zi,bakes & more cafe
g8bt,runa's kitchen - narinda
s3ia,food galley
u4wx,the tongue teasers
t1lc,hangout restaurant -
s0gc,indian spicy chicken
t8jd,pizza guy
s4tg,the italian kitchen
s2ds,smak
s5ld,z kitchen
s2gm,china bistro
t7vc,mela food village
s4hc,ramna shawarma
u0qe,grab your pizza
u2lx,rmf shokher kitchen
t3zz,r bite
u4dc,persian kabab & chinese fast food
s4xx,cafe crush
s3kx,notre dame university cafe
t1ez,noor biryani house -
t1eq,midnight sun
s8vu,grassroots
s6ab,grassroots
s5ga,eatgineerz
t9fy,palanna - bangla & indian
t8mt,ponkhi food & juice corner
p5gl,the pizza kitchen
u0rb,indian spicy chicken
t1gq,midnight sun
t5yb,millennium pizza
t1zc,indian dosa express
s7vr,oasis cafe & restaurant
u2fd,arif's diet
t2ho,cool cafe & gu gu ga ga
s8pj,cool cafe & gu gu ga ga
d8kz,burger club - mirpur
s0lz,spicy fast food & restaurant
s9oz,indian spicy chicken
s5qh,hoang kitchen
s8fu,sunshine food world
fl2n,taza bbq
t5xh,burger.com
s6da,indian dosa darbar
u5bf,saudia restora
s4fk,cafe simsim
s3av,food village
u6tr,bismillah kabab and restora - dholpur
s3oe,efc thai-chinese & fast food restaurant
t1ar,grand western thai & chinese
t0ud,camden town
s2eh,coffeeholic cafe - pandago
u8jh,food line bd
s1sh,cafe sub
t7ja,51 west
g0gg,pizza pro
t2gk,bargarita cafe & restaurant
t6fb,montana restaurant
t8ep,sharing spoon
t2xh,nanna biryani
u6za,amfc 46
s0ho,trust shawarma house - mirpur dohs
t0hi,chilango
t8kn,amin chinese & party center
s1oi,diya's kitchen takeaway
s7wi,cricket ground cafe sea food - kalshi
t2rx,labonno kitchen
s9ma,selfish coffee house & juice bar- green road
s5hr,white kitchen
s7qi,cafe express
s3fp,naga burger
s9bw,cafe adda - shyamoli square
s3up,prokriti sweets and bakes (middle badda branch)
s3lo,muslim sweets - wari
s7kf,captain cook
s3sk,zero point chap
s8vl,kolapata kitchen
s3lh,farook hotel & restaurant
t3lt,mayer dowa food corner - jatrabari
s8ci,bismillah khabar ghor
t1ty,chicken 65
s2cg,ak restaurant
u8kr,santo restaurant
s2sw,haji biryani - dhanmondi
s3ym,premium sweets corporate
s5es,bash bati
s7fc,al tanvir restora
s6il,chef lanka - old
s9tz,khana dana fast food & mini chinese
s2et,food street restaurant
t9vg,cafe mrz
s0xb,shake n' melt
s5ch,mr. king - north jatrabari
s3ns,three queens food corner
s8vd,nostalgic
t8cz,club lovello cafe
s4ie,alenga café mini chinese
s8to,raj darbar - mirpur
s3dk,umbrella
s1gz,coffee house 2
s8cg,ars voujshala
t2fs,tuna tuni'r ranna ghor
s7qg,hooters
s6xz,cheese bite - banasree
s1ms,burgerwala
s3vx,cafeteria
t0ed,kiva han
s0cl,century's sweets & baker
s2ac,alibaba magic kabab and fast food
t2qi,sharmin's kitchen
s5fa,the food house
s1ra,shahi muri bhorta
s7tp,al amin food corner
s0kz,khamari mithai
s0bc,peking kitchen - bashundhara
s1dw,glorious dine
s6dt,meraki
t3wh,the kitchen's story
s2ng,big bite
s8ah,the burger boy - 1
t7ra,amar khabar
s9wx,nobabi muri vorta khilgaon
s7vp,nababi saad
s4nu,the food hub
s9im,desh sweets
t4es,shrabani's kitchen
s0rf,mac & spicy
s8ph,hotel holy side
s6rj,gourmet's live kitchen
s0qt,feedy time
s7la,hattimatim restaurant
s9vc,sel nibash
s1pz,old town cafe
s6wa,new grand sweets
s9wz,koyla kabab
s4rt,cookers & co.
s7ek,food fusion cafe
s8zf,le eatery
t1kb,block - a
s0hq,jahir restora
t4iu,home kitchen
t1wu,ayesha's kitchen
t8ps,muslim cafe mirpur & restora
s9du,rupchada restora
s6gh,haor food - mohammadpur
s2xp,foodfun
s7cc,taste of nawab
s1wr,meherjaan dining - mirpur 10
s8hb,1000 calories
s7fw,sanqi restaurant
s0ol,cafe dawat
s0qz,burger zone - mohammadpur
s4zz,zafran restaurant
t4tw,sayed polashi juice corner - 3
s9le,burger sultan
s6wi,masum juice bar & coffee house
s3pu,bake & sweets - lalbag
s4ud,cafe 9698
s0xi,capricorn's world
s6bp,khazana mithai - banani
s5cn,gaggan food
s6zv,olympia bakery & confectionery
t2bj,food swingers - rampura
s0nb,modhubon sweets - middle badda
s4jm,adda ghar-mirpur
s0na,sweet station
s6wt,negaban kabab
s7lq,biker cafe and restaurant
t9in,tandori tea & momo
t0ol,himel bakery & sweetmeat
s8nf,alishaan restaurant
t0rh,family cake house
s8qu,mr. cook restaurant & catering
t3gp,the sweet pot
s0oc,chaa bagan
s8wm,salt lick seafood & continental
t6rx,alhamdulillah momo & tehari house
t6ge,the caramel
s8is,veni vidi vici
s0co,f&f purana paltan
u1jq,burger cheese
s5yl,tandoor palace
s0as,priyo mezban
s3rd,apon kitchen
t1pu,alif dream house
s0kx,cafe roshuikhana
t4qm,pani puri - gulshan 2
s2ry,mr. burpass
s7hk,mughol - 8
t0cr,talk of the town
s6ud,bunkers
s9xe,butcher's
t6jf,kaniz home food & baker's shop
t5gr,prince fast food & desert
s6sp,grill king
t3ah,burger queen - narayanganj
t7mb,first kitchen
t6yz,royal eatery - uttara
s0am,bitter sweet cafe
s8nh,le cuisine
s7jf,french cafe
s0vr,captain barista
s1mb,tajmahal tehri & biriani
s5iu,shada bhaat restaurant and bbq
s1dz,signature club
t3tb,kazi biryani house
t8cy,juicy juice
s1gl,bl fried chicken
t2yo,kolpo food
s5vp,dostor khana restora - banani
t8en,bestow burger house
s6od,shawarma house - mipur shopping center
s2jf,sky thai food factory
t4ix,cafe blue jean
t4ms,nayna's kitchen
s6gn,capri fast food
t7od,bee's burger
s5jo,z cafe
s1eh,new subway
s1up,taste gallery
t6jr,mafiz mia hotel
s5ee,baklava
s1du,habib restaurant
s7wg,mouchak kentucky fast food - banasree
s5uq,para sweets & bakery -
s9gw,food station
s0ie,new cafe jamuna restaurant
u0fq,mike's kitchen
s6xp,the food forever
s3ao,polashi juice corner
s3fz,hungry
s3cb,food chapter
t5nd,food house - aftabnagar
t7jx,gfc (good food centre)
s9ca,oberesta
s4px,shawarma king
s8zz,burger joint gulshan
s4mi,olympia bakery & confectionery
s0ek,chaata
s2qs,prokriti sweets and bakes (middle badda branch 1)
s2am,biva buri
s8hr,mummy chef
s7bt,gsb canteen
s2mw,muslim sweets and restaurant
s7gh,city dream cafe(modhu city food court)
s2qi,absolute thai corporate
s7no,salsabil sweets and confectionery (gollamari)
s2ub,barbee q zone
s2tg,doi - heritage of bogra - asad avenue
t9ly,khandani khana
s9ik,ghorer biryani - the taste of home made food
t1dj,lobster sea food & juice bar
t3nh,pansi hotel & restaurant
s0xq,roll play
s3zt,baker's bay
t1xo,coffee adda - mohammadpur
t0mc,pubg cafe
t7ef,zareen’s kitchen
s4qf,pizzeria
s4vk,sayed palashi juice corner
s8xb,paradigm cafe
s0uy,imperial cafe
s4ji,crise cardiac grill- dhanmondi
s4oe,ad food corner
s9oo,metro bakers & cafe
s2vq,bridge bite
s2le,food masala
s7ed,cake lovers
s5qp,cafe jhill chicken & tehari
s6by,jaadur cafe
s9xb,malek bakery
s3hh,dada kheye esechen naki giye khaben
s8rp,pabna sweets
s9qc,dustu mamar pizza
s7mf,carver's deli & smokehouse
u2uj,rohima's kitchen
s4do,fiesta taco shop and grill - mirpur
s6ee,gowala- uttara
t5nh,allah'r daan biryani house - khilgaon
t9tb,restaurant and kabab house
t5zr,bhai bon traders cake & pastry
s8im,noor chicken village
t4cq,mim monir hotel & restaurant
s2qz,simple - mirpur
t6pt,jashim hotel
s1iw,cafe pepperoni
s4tn,bangla khabar hotel and restaurant
s2zu,mishti o mishtanno
s1av,indian shahi darbar
s0xr,pure sweets and biriyani
t8zv,catering.mom
s4nj,mezbani voz
s6je,chaer moja
s5iw,bros & burger
s1ck,shawarma club
s5zw,food lovers - 4
s3bm,hidden chef - mirpur
s9zz,squeezed up - khilgoan
t4sj,cafe magnum
t9nc,mega kitchen
s1af,rk fast food
t6ig,sour n sugar
t9wv,mayer badhon
s2ev,banolata sweets & bakery eastern housing pallabi
s5fj,cfc doi fuchka - pallabi
s8fx,dawat khana
s7tl,bangla dhaba
s5sn,indian masala
s5hu,alif restaurant
t8xo,coffee's adda
s1te,rio coffee
t0yq,hotel bhai bhai
s3fd,juice monkey
t7ad,parijat home food
s9rz,mr khan food corner
s5jk,r.f.c
s4qw,club 48
s5eu,old town thai and chinese restaurant
s4zb,tom and jerry
s2lk,juice world - old
s6gk,thug life cafe
s5rm,meet n treat
s1bx,canopus kitchen
t0ir,shahi nawab biryani - dayaganj
s3kv,formosa qq. smoothies
s5xp,suma hotel
s8dz,century's sweets & baker
t6ed,supreme dine - khilgaon
t6qn,o'clock
s5ln,manze seafood
s0mh,burger cafe
s3jh,bismillah lemonade & juice bar
s6ib,camden town - old
s3pm,abul hotel - shahabag
s4kh,pacific chicken and juice bar
s9gp,magic box sandwich burger
s2fy,tus'kany
u9ic,tukitakies
s5pl,appetizing refreshing sizzling
s2ir,nur chicken village
t2qa,bfc (brother food corner)
s1os,delhi darbar
t4xa,food lover zone - dhanmondi
s7yj,velocity
s6ar,bfc food corner
t0an,bread & beyond
s1di,ahaar
t9fp,food lover restaurant
s5qn,tacos shop (uttara)
t7du,fusion terminal
s9ry,jeneva fast food & confectionery
t6xc,bismillah restora
s9yx,cricket ground cafe
s7pg,double decker
s5rv,khazana mithai 2 - gulshan
s4tk,mexican kitchen
s3ij,mokka biriyani house
s0lo,friday's fast food and restaurant
s8tj,anondo restora vip
t8ni,vojon bari restora & mini chinese
s9fh,mr. taco
s6ta,food square - uttara
s9ml,maer dua biryani house
s0zu,chatok food zone
s3vi,eat station - dhanmondi
t6kk,bread & cheese
s7bm,bachelor juice corner
s8sb,food gallery
s8cv,mr. sub bd
s5nw,lfc - old
t3ka,mfc
s9el,snaks n coffee
s1ec,banyan shade restaurant
t0of,homemade tasty food
s8pw,china town
s1sd,oporto burger and pizzas
s4nm,pizzitalia
s0kt,bangla hotel
s3ll,burgerkill
t0bg,home kitchen
s2ca,sakhora pizza and shawarma
t5nv,a.k. food
s1zp,cha baji
t9pk,dulce
s1ts,pata restaurant
s0fz,twelve tables
t4bw,cp - dewanhat
u6mz,iddris hotel & biryani house
t1io,moon star catering
tl5t,delicious bite
rne9,the magnolia restaurant
